"comm","id","articulo","autor","subcomunidad","palabrasclaves","fecha"
"comm4105","41637","Control genético del comportamiento estral de la hembra bovina","Vásquez Marín, Belkys Josefina;De La Rosa, Oscar","Mundo Pecuario","Estro;Fertilidad;Genes;Genómica;Inseminación artificial;Vaca","2016-03-09"
"comm4105","38774","Causas y azares de la Nueva Trova Cubana.","Ramos Domínguez, Rogelio","Humania del Sur","Nueva Trova Cubana;Tendencias de la Nueva Trova Cubana;Música popular Cubana;Política;Canción","2014-07-03"
"comm4105","38775","A formação da Música Popular Brasileira (MPB) e sua trajetória histórica (1965-1982)","Napolitano De Eugenio, Marcos","Humania del Sur","Música Popular: Brasil;História da Canção: Brasil;Brasil: História Cultural","2014-07-03"
"comm4105","38777","Estrofas en las luchas por las significaciones: La canción comprometida en la Argentina.","Gassmann, Carlos Eduardo","Humania del Sur","Canción comprometida;Música popular;Géneros musicales;Latinoamérica;Argentina","2014-07-03"
"comm4105","45403","Trióptica sobre algunos mitos y leyendas durante el descubrimiento, conquista y colonización de América","Briceño, Jesús Rafael","Cifra Nueva","Trióptica;Mito;Leyenda;Colonia;América","2018-11-26"
"comm4105","38778","Presiones cruzadas en la Organización de las Naciones Unidas para la alimentación y la agricultura. El caso de los biocombustibles.","Lorenzo, Cristian","Humania del Sur","Biocombustibles;Naciones Unidas;Recursos naturales;América Latina","2014-07-03"
"comm4105","38779","Cultura y emergencia en África Central: Una aproximación teórica.","Yao, Jean Arsène","Humania del Sur","Cultura;Política;Colonización;Retos;Oportunidad","2014-07-03"
"comm4105","41625","La valoración social de las cooperativas en el área metropolitana de Buenos Aires. Una aproximación a partir de la investigación por encuesta.","Rebón, Julián;Kasparian, Denise","Cayapa","Redes;Instrumentalismo;Constructivismo;Gestión sociotécnica","2016-03-08"
"comm4105","38780","Las relaciones diplomáticas Venezuela – Israel (1958-1964).","El Khuffash Álvarez, Edduar","Humania del Sur","Venezuela;Israel;Jerusalén;Relaciones diplomáticas","2014-07-03"
"comm4105","41626","La economía solidaria y el Estado en América Latina: Las dinámicas contrastadas de Brasil y Venezuela.","Lemaître, Andreia;Richer, Madeleine","Cayapa","Economía social;Economia solidaria;Cooperativas;Políticas públicas;Institucionalización;Brasil;Venezuela","2016-03-08"
"comm4105","38781","La idea de cultura en la investigación educativa: Hacer ciencia y enseñar ciencia en Venezuela.","Álvarez, Diógenes E.","Humania del Sur","Cultura;Investigación educativa;Ciencia;Ontología;Epistemología","2014-07-03"
"comm1","40006","Obtención de aislados rizobiales de Vicia faba  L. y determinación del tamaño poblacional de rizobios de parcelas agrícolas del Páramo de Gavidia Estado Mérida – Venezuela","Casas Laudin","Facultad de Ciencias","Páramo de Gavidia;Vicia faba  L.;rizobio;modulación;fijación biológica;nitrógeno","2015-03-18"
"comm1","40051","Efecto del suministro de Gallinazo sobre el proceso de nitrificación en suelos agrícolas de los Páramos de Mérida","Toro, Jhaydyn","Facultad de Ciencias","nitrificación;respiración-edáfica;gallinazo;suelos agrícolas;Páramos de Mérida","2015-03-26"
"comm1","40085","Diversidad y actividad de lepidópteros diurnos, relacionadas con variables ambientales en La Mucuy, estado Mérida, Venezuela","Jaimez Ruiz, Isis","Facultad de Ciencias","comunidades;ecología;mariposas diurnas;región andina;selva nublada;variabilidad climática","2015-04-14"
"comm1","40086","Intercambio de gases y producción de raíces de variedades de apio (Arracachia xanthorrhiza Bancr.)","Santos, Norka","Facultad de Ciencias","Arracachia xanthorrhiza;asimilación de CO2;crecimiento;área foliar específica","2015-04-14"
"comm4105","41586","Casa de Recogimiento de Caracas. Corrección de las públicas pecadoras por la devoción, 1683-1706.","Rebon López, Susana","Procesos Históricos","Diego de Baños y Sotomayor;Casa de Recogidas;Historia de Venezuela s. XVII;Historia de Venezuela s. XVII;Historia de la Iglesia Católica en Venezuela s.XVII;Historia de la Mujer","2016-02-25"
"comm1","40194","Cambio del Paisaje en la cuenca del río Capaz","Rodríguez Morales, Mayanín","Facultad de Ciencias","Análisis del paisaje;Cambios en unidades de paisaje;Tasas de pérdida y regeneración de Selvas;Uso de la tierra","2015-04-21"
"comm1","45399","Historia de las relaciones diplomáticas Venezuela-Malasia (1986-2016)","Molina Medina, Norbert","Facultad de Humanidades y Educación","Relaciones diplomáticas;História;Economía","2018-11-23"
"comm4105","46746","""A la vacuna de Andrés Bello"": oda precursora de la comunicación científica en la América hispana","Ramírez, Marco Aurelio","Anuario GRHIAL","Oda ""A la vacuna"";la expedición de vacunación antivariólica de Francisco de Balmis;Andrés Bello comisario de la campaña de la vacuna en Caracas;comunicación científica","2020-05-05"
"comm4105","41590","Las mujeres y la relación penal, jurídica y laboral con los hospitales de Caracas durante el período guzmancista, 1870- 1888.","Camacho, Cristian","Procesos Históricos","Venezuela historia siglo XIX;Guzmán Blanco;Nodrizas;Hospitales;Trabajo femenino","2016-02-25"
"comm4105","41591","Mérida imaginada. El secreto de nuestra psique y Viaje al Amanecer.","Dávila, Luis Ricardo","Procesos Históricos","Imaginario;Discurso sobre la ciudad;Discurso de la ciudad;Mapas afectivos;Psicosociología","2016-02-25"
"comm4105","41613","Los dilemas bioéticos y jurídicos relacionados con la muerte digna o el morir dignamente. Desde una dimension Medico-Espiritual en el final de la vida","Araujo Cuauro, Juan Carlos","Revista de Bioética Latinoamericana","Bioética;Biojurídico;Muerte digna;Vida digna;Médico;Espiritual","2016-03-04"
"comm1","38763","Diseño y estandarización de un sistema PCR-SSCP del gen E6 para detección y tipificación del virus del papiloma humano (VPH)","Hernández González, Danmarys Lucía","Facultad de Ciencias","irus del papiloma humano (VPH);oligonucleótidos;oncogén;intratipo","2014-06-30"
"comm1","38800","Detección de microdeleciones en el cromosoma y por PCRMultiplex STS-específica asociadas a infertilidad idiopática","Rojas, Lizbeth","Facultad de Ciencias","Azoospermia;oligozoospermia;infertilidad;microdeleciones;cromosoma Y","2014-07-10"
"comm4105","38746","Saber y medios: hacia un modo emergente de la comunicación de la ciencia","Briceño Romero, Ysabel","Bitácora-e","Comunicación de la ciencia;Contrato social de la ciencia;Comunicación electrónica;Tecnología-comunicación-sociedad;Modo emergente;Gestión de la comunicación de la ciencia","2014-06-30"
"comm4105","38747","Experticia extranjera en el Ministerio de Sanidad y Asistencia Social de Venezuela 1936-1958","Texera Arnal, Yolanda","Bitácora-e","Historia social de la ciencia;Historia de la sanidad pública;Venezuela","2014-06-30"
"comm4105","41615","Ética y Bioética: Límites y alcances","Castro Rangel, Jessicca","Revista de Bioética Latinoamericana","Bioética;Ética;Límites;Alcances;Evolución","2016-03-04"
"comm4105","38748","Emigración intelectual y general en Venezuela: una mirada desde dos fuentes de información","De la Vega, Iván;Vargas, Claudia","Bitácora-e","Emigración;Venezuela;Elecciones presidenciales;Censos","2014-06-30"
"comm4105","38772","La nueva canción Latinoamericana. Balance general y nuevas propuestas","Pérez Flores, Hirmarys","Humania del Sur","Canción social;Representantes de la Canción Protesta;Cambios;Actualidad","2014-07-03"
"comm4105","38846","El espejo de Eco.","Vásquez, Víctor","Cifra Nueva","Mito;Realidad;Historia;Lenguaje","2014-07-15"
"comm4105","41907","Ámbitos alternos: elementos de significación tópica en el ""Camino de El Dorado"", de Arturo Uslar Pietri","Quero, Alberto;García de Molero, Írida","Agora Trujillo","Literatura comparada;Novela histórica;El Dorado;Utopía;Otredad","2016-05-12"
"comm4105","41908","Los desplazamientos humanos hacia las zonas petroleras del Zulia (1914-1933)","Bermúdez Briñez, Nilda","Agora Trujillo","Migraciones;Petróleo;Zulia;siglo XX","2016-05-12"
"comm4105","41891","Lo simbólico, desde la muerte, en el discurso poético de Gonzalo Rojas","Terán González, Carol","Cifra Nueva","Simbólico;Muerte;Discurso;Memoria;Tiempo","2016-05-12"
"comm4105","41892","83 novelas, de Alberto Chimal: formas narrativas en tiempos virtuales","Torres Mojica, Tarik;González Compeán, Francisco Javier","Cifra Nueva","Interdisciplina;Narrativa hispanoamericana contemporánea;Antinovela;83 novelas;Alberto Chimal","2016-05-12"
"comm4105","41895","Análisis de los sellos presidenciales de México de 2000 a 2015","Flores Lara, Beatriz Jazmin;García Pereyra, Rutilio","Cifra Nueva","Sello presidencial;Identidad corporativa;Identidad gráfica;Partido político;Sexenio;Logo","2016-05-12"
"comm4105","45405","Los Andes Trujillanos. Tierra de artistas y creadores, herederos de una antigua tradición cultural","Guzmán Toro, Fernando José","Cifra Nueva","Andes;Timoto;Cuicas;Mitos;Tradiciones","2018-11-26"
"comm4105","41898","La novela histórica y sus personajes","León González, Libertad","Cifra Nueva","Autor;Personajes históricos;Ética;Estética","2016-05-12"
"comm4105","41899","El sentido de Los Velorios de La Cruz de Mayo en la comunidad ""La Blanquera"", Estado Yaracuy","Gutiérrez Escalona, María Isabel","Cifra Nueva","Velorio de la Cruz de Mayo;Semiótica de la cultura;Discurso;Símbolo","2016-05-12"
"comm4105","41720","El Desarrollo Sustentable y análisis de su impacto en los códigos de ética ingeniería en dos países latinoamericanos.","Gil R., César","Provincia","Desarrollo Sustentable;Bioética;Ingeniería;Ética;Princios","2016-04-01"
"comm4105","41738","Venezuela y petróleo hoy: La restauración del excepcionalismo rentista","Maldonado V., Fabio E.","Actualidad Contable FACES","Economía petrolera;Historia económica;Renta;Excepcionalismo;OPEP","2016-04-05"
"comm4105","41759","Linfadenitis caseosa en rebaños ovinos de la península de Paraguaná, municipio Falcón, estado Falcón, Venezuela.","Primera, Leoncio;Zambrano, Julio;Boggiano, Elizabeth;Vera, Marinés;Carrero, Lilia;Chirino Zárraga, Carmen","Revista Científica","Abscesos;Ganglios en cebolla;Hiperplasia linfoide;Corynebacterium pseudotuberculosis","2016-04-07"
"comm4105","41760","Relación entre infecciones asintomáticas con anaplasma marginale, babesia spp. Y trypanosoma vivax en toros y niveles de testosterona.","Camejo, María Isabel;Aso, Pedro María;Gonzatti, Mary Isabel;Pérez Rojas, Yenis","Revista Científica","Hemotrópicos;Testosterona;Edad;Raza;Bovinos","2016-04-07"
"comm4105","41761","Espermatozoides con cromatina dañada e inmadura en semen criopreservado de toros brahman.","Nava Trujillo, Héctor;Quintero Moreno, Armando;Hernández, Adirmo;Osorio Meléndez, Carla","Revista Científica","Cromatina espermática;Azul de toluidina;Inmadurez espermática;Azul de anilina;Toro","2016-04-07"
"comm4105","41762","Efecto del uso de mananoproteínas y antibióticos como promotores de crecimiento en dietas para lechones destetados sobre el rendimiento productivo.","Andreas, Pablo;Farfán López, Charly;Mora, Franklin;Rondón, Yudeisy;Rossini, Mario;Araque, Humberto","Revista Científica","Antibióticos;Cerdos;Dieta;Escherichia coli;Probióticos","2016-04-07"
"comm4105","41764","Efecto de niveles crecientes de follaje de arachis pintoi en dietas para conejos sobre el desempeño zootécnico en fase de crecimiento-engorde.","Bonilla Vivas, Carlos Eduardo;Delgado Acevedo, Luis Alexander;Robert Emilio, Mora Luna;Herrera Angulo, Ana María","Revista Científica","Beneficio;Costo;Peso;Conejo;Rendimiento","2016-04-07"
"comm4105","41800","Relación entre biometría testicular y circunferencia escrotal en toretes de la raza nelore en brasil.","Ramírez López, Camilo;Rugeles Pinto, Clara;Guimaraes, José Domingo;Vergara Garay, Oscar","Revista Científica","Nelore;Perímetro escrotal;Formato testicular;Toretes","2016-04-07"
"comm4105","41802","Coeficientes técnicos y estructura de costo de una granja porcina sitio I ubicada en el municipio Mariño del estado Aragua, Venezuela.","Uzcategui, Rossana;Farfán López, Charly;Gudiño, Yasmin;Salamanca, Josymar","Revista Científica","Cerda gestante;Cerda lactante;Destete;Costo  fijo;Costo variable","2016-04-07"
"comm4105","41820","Metreleptina: Tratamiento para las complicaciones metabólicas de la Lipodistrofia Generalizada","Lima, Marcos Miguel","Revista Venezolana de Endocrinología y Metabolismo","Metreleptina;Lipodistrofia;Berardinelli-Seip;Leptina","2016-04-13"
"comm4105","41822","Efectividad del Bypass Gástrico sobre Factores De Riesgo Cardiovascular y Obesidad, experiencia Grupo Colombiano de Obesidad","Giraldo M., Laura;Buendia, Richard;Rivera, Jenny;Oyaga, Laura;Morales, Alejandra;Zambrano, Monica;Alejo, Adriana","Revista Venezolana de Endocrinología y Metabolismo","Obesidad mórbida;Cirugía bariátrica;Factores de riesgo cardiovascular","2016-04-13"
"comm4105","41823","Ginecomastia de Origen Multifactorial en el Adulto Mayor. Revisión fisiopatológica de un caso","Hung Huang, Seilee;Rivera, Jenny;Barrios, Mary Carmen;Silvestre, Rebeca;Gómez Pérez, Roald","Revista Venezolana de Endocrinología y Metabolismo","Ginecomastia;Hipogonadismo;Testosterona","2016-04-13"
"comm4105","45424","La justicia agroalimentaria como atribución del juez agrario en la Legislación de Venezuela","Graterol T., Daniel E.","Revista Derecho y Reforma Agraria","Justicia agraria;justicia agroalimentaria;Jueces agrarios;Desarrollo agrario","2018-11-28"
"comm4105","41864","El abastecimiento agroalimentario y la corrupción desde la perspectiva neoinstitucional  Agri-food supply and corruption from a neoinstitutional perspective.","Morales Espinoza, Agustín","Agroalimentaria","Búsqueda de rentas;Importaciones;Políticas agroalimentarias;Sector agroalimentario;Venezuela","2016-05-09"
"comm4105","41866","El sector del aloe vera en las Islas Canarias: competitividad internacional y escenarios futuros.","Álamo Vera, Francisca Rosa;Bethencourt Gutiérrez, José Carlos;Osorio Acosta, Javier","Agroalimentaria","Aloe vera;Competitividad territorial;Diamante nacional;Dinámica de sistemas;Escenarios;España","2016-05-09"
"comm4105","41867","Economía y agricultura en Venezuela durante los años del general Cipriano Castro, 1899-1908.","Pacheco Troconis, Germán","Agroalimentaria","Agricultura;Historia económica;Políticas públicas;Restauración liberal;Venezuela","2016-05-09"
"comm4105","45404","Poder, identidad y dominación en Los Ríos profundos de José María Argüedas","Di Mare L, María Fabiola","Cifra Nueva","Indigenismo;Opresión;Poder;Vanguardia;Quechua","2018-11-26"
"comm4105","41869","15 años de organismos genéticamente modificados (OGM) en Brasil: riesgos, etiquetado y opinión pública.","Castro, Biancca Scarpeline de","Agroalimentaria","Consumidores;Etiquetado;Opinión pública;OGM;Organismos genéticamente modificados;Riesgo","2016-05-09"
"comm4105","41870","Desafíos en la gestión de las cooperativas de producción agropecuaria tabacaleras de la provincia Pinar del Río, Cuba.","Fernández, Angie;Fernández, Raúl Ricardo;Rivera, Claudio Alberto;Calero, Santiago","Agroalimentaria","Cooperativismo;Producción de tabaco;Empresas cooperativas;Gestión empresarial;Necesidades alimentarias","2016-05-10"
"comm4105","41871","Aplicação Ajustamento assimétrico de preços na cadeia produtiva do feijão no estado de Goiás, Brasi.","Souza, Rodrigo da Silva;Wander, Alcido Elenor;Cunha, Cleyzer Adrian da;Scalco, Paulo Roberto","Agroalimentaria","ATP;Assimetria de transmissão de preços;Cadeia produtiva;Falha de mercado;Feijão;Sistema de comercialização","2016-05-10"
"comm4105","41872","(Re) valorización de los alimentos de la agricultura familiar: límites y Particularidades de las estrategias agroalimentarias en el estado de Rio Grande do Sul, Brasil.","Vendruscolo, Rafaela;Cruz, Fabiana Thomé da;Schneider, Sérgio","Agroalimentaria","Desarrollo rural;Legislación sanitaria;Reconexión;Relocalización;Sistemas agroalimentarios;Valorización del origen de los alimentos","2016-05-10"
"comm4105","41873","Estudio de la seguridad alimentaria y nutricional de unidades campesinas productoras de café en rediseño agroecológico (cuenca del río Porce, Antioquia).","Pérez Sánchez, Andrés Felipe;Rosique, Javier;Turbay, Sandra;Machado, Mónica","Agroalimentaria","Agroecología;Colombia;Economía campesina;Estudios rurales;Seguridad alimentaria","2016-05-10"
"comm4105","41903","Hacia la búsqueda de un modelo para determinar la eficiencia en la industria de suministro de agua latinoamericana","Higuerey G., Ángel A.;Trujillo, Lourdes;González, María Manuela","Agora Trujillo","Función de distancia;Eficiencia;Industria de agua;Latinoamérica","2016-05-12"
"comm4105","41507","El país dentro de una olla. La construcción de la nación en Cocina criolla de Tulio Febres Cordero","Rojas Ajmad, Diego Augusto","Voz y Escritura. Revista de Estudios Literarios","Tulio Febres Cordero;Recetarios;Nación","2016-01-29"
"comm4105","41940","Secondary metabolites from Chaptalia meridensis.","Pinto, Ana Andreina;Amaro, Juan Manuel","Revista de la Facultad de Farmacia","Chaptalia meridensis;Asteraceae;Furocumarina;Triterpenoides;S-(+)-marmesina;Acetato de lagerenilo","2016-05-31"
"comm4105","41977","Análisis del confort climático en la ciudad de Tandil, Argentina","Picone, Natasha;Campo, Alicia M.","Revista Geográfica Venezolana","Clima urbano;Confort climatic;Humidex","2016-06-09"
"comm4105","41978","Notas sobre el lugar desde el punto de vista de la geograficidad","Fortunato, Iván","Revista Geográfica Venezolana","Lugar;Dardel;Geografía Humanística","2016-06-09"
"comm4105","41983","Fundamentos a priori de la ética y el derecho en Kant","Belandria, Margarita","Dikaiosyne","Conceptos a priori;Ley moral;Libertad;Autonomía;Deber","2016-06-10"
"comm4105","41987","Los imperativos en la filosofía kantiana","Rojas, Cristian","Dikaiosyne","Imperativo hipotético;Imperativo categórico;Deber;Llibertad;Bien y mal","2016-06-10"
"comm4105","42001","Estudio del crecimiento bacteriano. Enfoque de análisis de datos con medidas repetidas.","Peña G Jesús A;Rosales O., Yolima Beatriz;Orlandoni M., Giampaolo","Revista de la Facultad de Farmacia","Medidas repetidas;Estructura de covarianza;Crecimiento bacteriano","2016-06-20"
"comm4105","41900","Elementos comparativos del discurso social y del discurso de poder","Peña Delgado, Yherdyn;Terán, Carol","Cifra Nueva","Discurso;Discurso social;Discurso de poder","2016-05-12"
"comm4105","41913","Composición del aceite esencial de las flores de Oyedaea verbesinoides D.C.","Ramírez González, Irama Judith;Villalobos Osorio, Darly Coromoto;Rojas, Luis B.;Mendoza, Francisco;Rodríguez Castillo, Clorybeth;Carmona Arzola, Juan","Revista de la Facultad de Farmacia","Oyedaea verbesinoides;Asteraceae;Aceite esencial;a-pineno;ß-pineno","2016-05-16"
"comm4105","41914","Más acerca del comportamiento electroquímico de la dopamina con el pH del medio electrolítico.","Sabino, Menolasina","Revista de la Facultad de Farmacia","Electrooxidación de Dopamina;Dopa-minocromo;Electrodo de carbón vítreo modificado","2016-05-16"
"comm4105","41916","Ésteres glicosídicos de algunos derivados del ácido ent-kaur-16-eno-19-oico.","Villasmil, Thayded;Peña, Alexis;Aparicio Z., Rosa L.;Usubillaga, Alfredo","Revista de la Facultad de Farmacia","Acido 15a-hidroxi-ent-kaur-16-eno-19-oico;Acido 15a-acetoxi-ent-kaur-16-eno-19-oico;Acido 15-oxo- ent- kaur-16-eno-19-oico;Esteres glicosídicos","2016-05-16"
"comm4105","41942","Variabilidad Fisicoquímica de Suelos con uso Hortícola, Subcuenca Alto Motatán, Estado Mérida, Venezuela","Pineda, Neida M.;López, Roberto A.;Jaimes C., Edgar J.;Colmenares, Ciolys","Academia","Variabilidad del suelo;Epipedón;Endopedón;Pedogeomorfología;Alto Motatán","2016-05-31"
"comm4105","41945","Efectos Bioéticos y Jurídicos del derecho a la muerte digna. Segun el Ordenamiento Juridico Venezolano","Araujo Cuauro, Juan Carlos","Academia","Bioético;Jurídico;Muerte digna;Ordenamiento jurídico","2016-05-31"
"comm4105","41946","Los sistemas de atención a la salud. Una aproximación desde las ciencias sociales","Paredes V., Gustavo A.","Academia","Sistema de atención a la salud;Sistema popular;Sistema biomédico y sistema de la autoatención","2016-05-31"
"comm4105","45368","La representación del escritor en Julián de José Gil Fortoul: Una aproximación desde la tradición clásica","Rojas Ajmad, Diego Augusto","Contexto","Representación del escritor;Julián;José Gil Fortoul;Tradición clásica;Literatura venezuela","2018-11-12"
"comm4105","42002","Validación de un método analítico por cromatografía líquida de alta resolución en fase reversa para la cuantificación de hidroclorotiazida y clorhidrato de propranolol en formas farmacéuticas sólidas.","Guillén Guillén, Ana;Brunetto, Rosario;León Leal, Andrés;Gallignani, Maximo A.;Lobatón Álvarez, Robert;Colón U., Sarín;Calderón G., Laura M.","Revista de la Facultad de Farmacia","Validación;Cromatografía líquida de alta resolución;Hidroclorotiazida;Clorhidrato de propranolol;Clorotiazida","2016-06-20"
"comm4105","42003","Extracción y caracterización de grasa y almidón de la almendra de mango variedad Alphonso (Mangifera indica L).","Gutiérrez, Carlos;Rivera, Yezabel;Gómez, Rubén;Bastidas, Vanessa;Izaguirre, César","Revista de la Facultad de Farmacia","Mango;Extracción;Grasa;Almidón","2016-06-20"
"comm4105","42009","Los judíos en la historia del Táchira","Salazar, Temístocles","Heurística","Judíos;Fetichización;Café;Tachiranìa","2016-06-27"
"comm4105","42010","La música contemporánea en la formación del profesor de educación musical latinoamericano: una aproximación","Riascos, Susana","Heurística","Música contemporánea;Formación docente;Educador musical;Educación musical latinoamericana","2016-06-27"
"comm4105","42017","Legislación ambiental y relación con la educación venezolana","Carrero, Darcy M.;Mora García, José Pascual","Heurística","Leyes;Desarrollo sostenible;Calidad de vida;Ambiente","2016-06-27"
"comm4105","42029","Fronteras y planificación: una visión desde la complementariedad","Omaña Guerrero, Jesús Alfonso;Pérez Díaz, Omar","Heurística","Desarrollo;Libertad;Fronteras;Progreso","2016-06-28"
"comm4105","42030","La Carta de Jamaica y su contribución al derecho internacional humanitario. Una mirada en el contexto fronterizo colombo- venezolano","Mora García, José Pascual","Heurística","Integración;Derecho;Internacional;Humanitario","2016-06-28"
"comm4105","42031","Educación intercultural bilingüe en Ecuador y Perú","Vanoni, Giuseppe;Franco, Bernarda","Heurística","Educación;Comunidades indígenas;Bilingüismo;Diversidad","2016-06-28"
"comm4105","42039","Los aportes de los afrodescendientes a la historia de Venezuela “El Negro Miguel 1553-1650”","González, Yulibeth","Heurística","Afrodescendiente;Historia social;Historia de Venezuela","2016-06-28"
"comm4105","42041","Las dinámicas de la frontera colombo - venezolana en un tiempo de larga duración","Patiño Rojas, Jorge Enrique","Heurística","Frontera;Tiempo larga duración;Mentalidad","2016-06-28"
"comm4105","45418","Los sistemas agroforestales en la Legislación venezolana","Tovar Zerpa, Frank Gustavo","Revista Derecho y Reforma Agraria","Leyes Agroambientales;Sistemas Agroforestales;Preceptos Constitucionales;Seguridad Agroalimentaria y Nutricional;Cambio Climático","2018-11-27"
"comm4105","42042","Historia de la arquitectura latinoamericana: la integración plástica como modelo de identidad arquitectónica mexicanista moderna","Martínez Lizárraga, Alonso Eduardo","Heurística","Arquitectura;Mexicanista;Identidad","2016-06-28"
"comm4105","45370","El humor en folklore tachirense de Luis Felipe Ramón y Rivera","Jaimes R., Anderson","Contexto","Humor;Táchira;Cultura popular;Tradición oral;Folklore","2018-11-12"
"comm4105","42013","Quesos artesanales venezolanos: evaluación de la calidad bacteriológica e identificación de bacterias ácido lácticas como componentes bacterianos de interés biotecnológico.","Estalina, Báez Ramírez;Junior, Medina;Arnelly, Escalona;Jesús, Rodríguez;Andrea, Olivares;Luz, Thomas","Revista Científica","Lactobacillus;Streptococcus;Productos lácteos;PCR","2016-06-27"
"comm4105","42076","Energía financiera","Altuve G., José G.","Actualidad Contable FACES","Energía;Estructura financiera;Costo de capital;Riesgo;Decisiones de inversión","2016-07-08"
"comm4105","42077","La auditoría interna y su alcance ético empresarial","Hernández P., Osneidy","Actualidad Contable FACES","Auditoría interna;Ética;Valores;Fraudes;Actuación profesional","2016-07-08"
"comm4105","42078","La temporalidad de los hechos y las ciencias económicas, administrativas y contables: Implicaciones epistemológicas","Maldonado V., Fabio E.","Actualidad Contable FACES","Epistemología;Epistemología de las Ciencias Sociales;Epistemología económica;Epistemología contable;Epistemología administrativa;Talentología;Talento;Capital humano;Competencias;Representación;Ontología;Recursos humanos","2016-07-08"
"comm4105","42079","Utilidad de la metodología de Maxwell en el diseño de investigaciones","Rodríguez B., Cruz del C.;Rodríguez, C. Melody","Actualidad Contable FACES","Diseño de investigación;Modelo de Maxwell;Investigación cualitativa","2016-07-08"
"comm4105","42080","Costo de la gestión laboral en el proceso productivo de una empresa manufacturera trujillana. Caso: Industrias Kel, C.A.","Valderrama, Yosman;Colmenares de Carmona, Loyda Dury;Colmenares, K. Darwing;Jaimes, Renny","Actualidad Contable FACES","Mano de obra;Proceso productivo;Empresa manufacturera;Industrias KEL;C.A.;Costos","2016-07-08"
"comm4105","42081","Estrategias de reforzamiento de escepticismo profesional para los contadores públicos en actividad de auditoría","Viloria O., Norka","Actualidad Contable FACES","Escepticismo profesional;Estrategias;Auditoría","2016-07-08"
"comm4105","42085","Fragmentación y “ritos de completud”. Reflexiones desde la fiesta ceremonial entre los Yanomami.","Alès, Catherine","Boletín Antropológico","Fiesta ceremonial funeraria;Arte corporal;Ritos de totalización;Yanomami;Amazonia","2016-07-08"
"comm4105","42086","Tanükö, la fiesta de las faldas de palma entre los Ye’kwana.","Silva Monterrey, Nalúa Rosa","Boletín Antropológico","Ye’kwana;Faldas de palma;Aerófonos;Fiesta;Rito","2016-07-08"
"comm4105","45371","El olvido que seremos (2006) de Héctor Abad Faciolince: Poder y escritura en el marco de la ciudad","Alba, Alexandra","Contexto","Ciudad;Poder;Escritura;Héctor Abad Faciolince;Literatura colombiana","2018-11-12"
"comm4105","45417","Aplicación de los principios agroecológicos en las medidas autosatisfactivas de protección ambiental   decretadas por el Juzgado Superior Agrario de Mérida entre 2012 y 2016","Mendoza Escalante, Pablo Ricardo","Revista Derecho y Reforma Agraria","medida autosatisfactiva de protección ambiental;juzgado Superior agrario;bien jurídico agroambiental;Principios agroecológicos","2018-11-27"
"comm4105","42087","Los Sones de Tura: música, memoria e identidad en el ritual de Las Turas de San Pedro de Mapararí, Estado Falcón.","Herrera Pacheco, Natali;Contreras Espinoza, Horacio","Boletín Antropológico","Ritual;Turas;Música;Identidad;Instrumentos de viento;San Pedro de Mapararí;Falcón;Venezuela","2016-07-08"
"comm4105","42089","El Cumpleaños: etnografía hermenéutica de una fiesta familiar en Ciudad Guayana.","D’aubeterre Alvarado, Luis Alberto","Boletín Antropológico","Fiesta;Cumpleaños;Etnografía;Hermenéutica","2016-07-08"
"comm4105","42090","Fiestas del Chimbángueles de la Amistad. Alianzas y hermandad en la costa sur del Lago de Maracaibo.","Pérez Casique, Marcos David","Boletín Antropológico","Ritos;Chimbángueles de San Benito;Alianzas;Costa sur del Lago de Maracaibo","2016-07-08"
"comm4105","42092","El baile en candela: narrativas históricas y memoria colectiva en el culto a María Lionza.","Fernández Quintana, Anabel","Boletín Antropológico","Culto a María Lionza;Ritual de posesión;Baile en candela;Memoria colectiva","2016-07-08"
"comm4105","41627","Resultados preliminares del diagnóstico participativo en las finanzas de una empresa de Propiedad Social indirecta comunal de carpintería en Caracas.","Shephard, Dorkis;Marcano, Lolimar","Cayapa","Prácticas Profesionales;Empresa de Propiedad Social Indirecta Comunal;Formación;Área administrativo- financiera;Metodología de Proyectos","2016-03-08"
"comm4105","38795","Ideas y discusiones sobre la administración territorial en Venezuela (1870-1899)","Artigas D., Yuleida;Brizuela, Jean Carlos","Presente y Pasado","Centralismo;Federalismo;Autonomías;Caudillismo;Reformas territoriales","2014-07-09"
"comm4105","38807","Creación y disgregación de los grandes estados venezolanos (1881-1899)","González Sierralta, Hancer","Presente y Pasado","Administración territorial;Guzmancismo;Grandes estados;Siglo XIX","2014-07-14"
"comm4105","38808","El Delegado Nacional y las políticas del centralismo en Venezuela (1870-1903)","Soto Oráa, Francisco Miguel","Presente y Pasado","Delegado nacional;Centralismo;Autonomismo;Federalismo;Guzmancismo","2014-07-14"
"comm4105","38809","Administración político-territorial y defensas de la autonomía en el Zulia (1881- 1890)","Silva Olivares, Héctor","Presente y Pasado","Autonomismo;Zulia;Guzmancismo;Falcón;Siglo XIX","2014-07-14"
"comm4105","38833","Estrategias basadas en el uso de las TICs como herramienta para la enseñanza de la estequiometría","Díaz C., Juan José;Novoa Becerra, Yessica A.","Agora Trujillo","TICs;Estequiometria;Reactivo limitante;Estrategias;Enseñanza","2014-07-15"
